RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
79092,13781,117961,118386,121961,120516,123107,120518,120519,1
37651,65460,118079,118080,117878,117879,118177,19721,117880,0
39339,7495,117961,118343,118856,117905,117906,290919,117908,1
278393,8784,117961,118300,119890,118834,150799,118424,118836,1
23738,16973,117961,118300,124942,117905,117906,290919,117908,1
39474,7424,5110,117954,122672,130857,125539,308574,130858,1
38972,7766,118256,119428,118623,118995,286106,292795,118997,1
25993,4189,117961,118343,119987,118636,310589,118638,118639,1
41116,5177,117961,118386,125016,120357,126416,118424,120359,1
15702,1999,118084,118085,131868,128093,139264,119184,128095,1
25305,7910,117961,118052,118053,118054,120514,117887,118055,0
23820,4084,117961,118052,118992,118321,240983,290919,118322,1
25890,7076,117961,118225,120323,119093,136840,119095,119096,1
34886,4639,117961,118343,118856,118278,117906,290919,118279,1
74216,70169,117961,118386,118635,118054,118054,117887,118055,1
34950,55789,121785,121786,120299,121122,217580,118612,121124,1
27411,22629,91261,118026,118317,118784,120474,290919,118786,1
75834,16757,117961,118225,122273,118321,117906,290919,118322,1
26380,767,117961,118343,120722,1.24E+05,123107,120518,1.24E+05,1
79363,22314,118212,118213,118437,120990,154858,118398,120992,1
23096,3610,119062,119091,118042,118043,118044,270488,118046,1
3264,4528,118752,119070,119136,119587,232820,118704,119589,1
14666,4642,117961,118225,120551,118685,279443,308574,118687,1
73490,4395,117961,118300,118597,118422,150827,118424,118425,1
79092,50976,117961,118413,119968,118784,117906,290919,118786,1
33054,4951,117961,118343,120126,119433,133686,118424,119435,1
34921,5652,117961,118300,121305,118784,124402,290919,118786,1
33248,3979,117961,118343,120347,118368,128683,117887,118486,1
23194,17598,117961,118300,118631,307024,132719,118331,118332,1
29304,85101,117975,117976,117920,1.24E+05,133508,120134,1.24E+05,1
33642,21083,118106,118107,117941,117879,117886,19721,117880,1
30564,2594,117961,118300,123472,117905,117906,290919,117908,1
16333,7504,117961,118300,118783,118321,117906,290919,118322,1
18418,4929,117961,118300,118825,118826,226343,118424,118828,1
80725,4549,117961,118225,120050,118321,118448,290919,118322,0
37793,771,117961,118300,120722,118321,117906,290919,118322,1
37326,32457,117961,118327,118320,118641,123881,118643,118644,1
27309,15945,118290,118291,121617,124799,152247,121620,124801,1
732,770,117961,118300,120722,118747,130134,118453,118749,1
76446,7505,117961,118300,119195,117905,117906,290919,117908,1
44900,2456,118752,118753,118754,280788,280788,292795,119082,1
41971,15779,117961,118300,19772,118321,117906,290919,118322,0
17278,5137,118212,118213,123614,120497,229576,118424,120499,1
73752,70062,117961,118386,118746,1.18E+05,117906,290919,1.18E+05,1
43877,50208,118079,118080,117878,117879,304519,19721,117880,1
78591,28021,118212,118580,117895,117879,117897,19721,117880,1
32270,17058,117961,118300,119488,120418,284553,249618,120419,1
18072,46472,117961,119256,120943,118995,119235,292795,118997,1
19802,770,117961,118300,119181,128230,302830,4673,128231,1
75649,1334,117961,117962,118910,118451,130134,118453,118454,1
74550,3053,117961,118225,120663,121594,131163,4673,121596,1
740,6232,117961,118343,118437,120516,185973,120518,120519,1
35540,23771,117929,117930,119569,179731,118247,117887,117973,1
44243,16527,91261,118026,118202,117905,117906,290919,117908,1
25569,57757,117961,118343,142038,118784,121873,290919,118786,1
108494,53190,117961,118300,19772,307024,200314,118331,118332,1
41470,771,117961,118300,120722,118784,152747,290919,118786,1
23194,20447,117961,118225,120283,118890,133249,118398,118892,1
98437,53190,117961,118300,19772,118321,117906,290919,118322,1
37793,50314,117890,117891,117878,117899,123862,19721,117900,1
6711,27619,117961,118413,118414,118321,117906,290919,118322,1
75338,75346,118126,118237,117895,117879,117897,19721,117880,1
39264,4361,118573,118574,117945,117946,139383,292795,117948,1
4673,14731,117961,118446,118447,121594,170665,4673,121596,1
18418,61062,117961,118446,120368,119849,219966,118638,119851,1
5695,810,117961,118300,123719,118321,240983,290919,118322,1
79543,6107,117961,118386,118404,120690,127922,290919,120692,1
35451,15510,118169,118170,125857,117946,310843,292795,117948,0
43395,2583,118752,118753,117945,118274,128130,292795,118276,0
25883,59312,118550,118551,118378,179731,158422,117887,117973,1
36005,33774,118212,118580,117895,117899,117897,19721,117900,1
33150,46185,118887,118888,118889,118863,307233,118398,118865,1
4675,118619,117961,118300,119142,1.19E+05,147114,290919,1.19E+05,1
84052,3990,117961,117962,118409,119928,310608,118331,119929,1
41431,7459,5110,117954,122672,118685,223708,308574,118687,1
39939,15886,117961,118052,120356,122067,237245,118424,122069,1
79167,7369,117961,118386,118896,118321,117906,290919,118322,1
27719,2103,117926,118124,117920,118568,125937,19721,118570,1
43452,22819,117961,118225,119824,121414,132041,118704,121416,1
23459,131441,117961,118343,119598,119433,133686,118424,119435,1
15064,2363,117961,117962,141383,118368,118368,117887,118486,1
27323,16850,117961,118225,119238,119093,139668,119095,119096,1
41576,5537,117961,118413,120370,1.18E+05,117906,290919,117908,1
80195,1334,117961,117962,118910,118451,130134,118453,118454,1
20364,51345,117961,118052,120417,118702,125047,118704,118705,0
43069,17270,117961,118300,128830,118826,150790,118424,118828,1
44781,58910,117902,118041,117945,259173,197337,292795,118943,1
78271,21698,118192,118193,117895,118194,118195,117887,118196,1
58928,17091,117961,118225,118403,118054,287351,117887,118055,1
27140,2299,117961,117962,119223,123737,131844,118960,123738,1
77234,16973,117961,118300,124942,117905,117906,290919,117908,1
14354,20604,118095,118096,118008,117899,128628,19721,117900,1
44180,7369,117961,118386,118896,118321,117906,290919,118322,1
52688,770,117961,118300,119181,118747,130134,118453,118749,1
75303,4199,117961,118225,118403,118321,117906,290919,118322,1
84815,75693,117961,118052,118378,124000,119771,119772,124002,1
42085,17184,117961,118343,118395,120647,126250,118398,120649,0
79092,8607,117961,118225,118403,117905,240983,290919,117908,1
96516,13836,119920,119921,142145,128230,302830,4673,128231,0
41806,18449,117961,118300,119181,118465,159686,118467,118468,1
37378,27394,117961,118343,119142,118685,152298,308574,118687,1
81070,19832,117961,118327,123901,117905,117906,290919,117908,1
73815,192210,118315,118316,140453,119849,192211,118638,119851,1
40069,17264,117961,118300,118825,118523,163100,118331,118525,1
23096,4528,117961,118225,120054,119928,310608,118331,119929,1
28325,21135,117961,118343,119218,118321,117906,290919,118322,1
27082,22819,117961,118225,119136,120001,239935,118474,120003,1
83263,5409,117961,118343,119993,118321,117906,290919,118322,0
35720,18449,117961,118300,119181,118465,159686,118467,118468,1
20744,6876,117978,117979,117920,118568,121313,19721,118570,0
39264,15541,118573,118574,118556,280788,162667,292795,119082,1
4675,209,117961,118343,6104,118321,117906,290919,118322,1
3130,5182,117961,118386,118404,119351,257510,3130,119353,1
73083,13441,117961,118225,122870,1.18E+05,279443,270488,1.18E+05,1
73547,22524,119596,119597,119136,119137,254340,118474,119139,1
35197,16643,119134,119135,118701,118702,284481,118704,118705,1
33329,2930,117961,118343,118700,117905,118903,290919,117908,1
34871,4500,117961,118052,118881,117905,117906,290919,117908,1
18418,19839,117961,118300,120722,118784,117906,290919,118786,1
42972,29762,117961,118052,120398,118054,128963,117887,118055,1
29304,56623,117975,117976,117941,117885,117913,117887,117888,1
80698,13441,117961,118300,119181,118207,205690,270488,118209,1
25993,17414,118752,119070,118042,118043,151099,270488,118046,1
15023,5196,117961,118052,121949,118207,127292,270488,118209,1
40774,50495,117910,117911,117941,118568,142278,19721,118570,1
7541,2163,118219,118220,120694,118777,130218,308574,118779,1
34865,3748,117961,118300,120059,118636,133779,118638,118639,1
19712,18096,118256,118257,118623,118995,286106,292795,118997,0
80950,14811,117961,118343,118344,120812,120812,118638,120814,1
38392,58473,117929,117930,117912,117885,117913,117887,117888,1
38782,36327,117961,118327,122070,122129,305057,121916,122131,1
6094,49850,117961,118413,122007,117905,118260,290919,117908,1
14354,57818,117916,118011,118810,119323,119324,19793,119325,0
18072,40381,118573,118574,117945,2.81E+05,280788,292795,1.19E+05,1
80770,4496,117961,118225,120551,118321,117906,290919,118322,1
80880,2270,117961,118413,277693,120773,118959,118960,120774,1
38719,56591,118079,118080,117878,117879,127126,19721,117880,0
18072,7684,118573,118574,118623,126684,127423,292795,126685,1
74883,55195,126918,126919,118042,118043,118043,270488,118046,1
80683,7074,117961,118052,120096,118784,216282,290919,118786,1
31441,4736,117961,118300,118301,307024,204593,118331,118332,1
75078,7074,117961,118052,120096,118784,216282,290919,118786,1
75901,18450,117961,118052,118821,118321,118321,290919,118322,1
78226,7520,91261,118026,124725,117905,117906,290919,117908,1
27416,96013,118106,118107,117920,118568,121313,19721,118570,0
17308,7032,117961,118225,120551,133306,133307,118205,133308,1
19722,2327,117961,118300,119195,128230,302830,4673,128231,1
31990,4199,117961,118225,118403,118321,117906,290919,118322,1
87066,31056,117893,117894,117895,118568,264384,19721,118570,0
44800,50952,117961,118327,118929,118784,117906,290919,118786,1
75477,1775,120864,121013,128516,118636,194964,118638,118639,1
42085,818,117961,118300,123719,118784,240983,290919,118786,1
79092,14321,118084,118085,117884,117879,117886,19721,117880,1
33323,15450,117916,117917,117941,117885,117913,117887,117888,1
20208,2299,117961,117962,119223,123045,118959,120518,123047,1
33248,5030,117961,118343,120126,120497,133686,118424,120499,1
31652,5667,122532,122533,117945,280788,280788,292795,119082,1
25993,4567,117961,118300,118514,118278,118260,290919,118279,1
35540,19894,117929,117940,117941,118568,140630,19721,118570,1
75834,1912,119134,119135,118042,117896,287998,117887,117898,1
43876,51382,118079,118080,117878,117885,117913,117887,117888,1
25098,16569,117961,118327,120559,122269,141096,118643,122271,1
21428,16222,119062,119091,119223,119962,168365,118205,119964,1
35376,28253,118315,118463,123089,118259,128796,290919,118261,1
40897,32242,117961,118327,253965,119849,282370,118638,119851,1
25993,17270,117961,118300,128830,118826,150790,118424,118828,1
971,3954,117961,118343,120291,118422,300136,118424,118425,1
78399,20380,117961,118225,124380,307024,311622,118331,118332,1
35916,53130,117935,117936,117878,118568,173062,19721,118570,1
43194,23250,117961,118225,119136,120056,143170,118474,120058,1
13878,27758,118006,118007,117941,117879,117897,19721,117880,0
75649,17190,117961,118446,120317,118636,194985,118638,118639,1
42680,44022,117961,117962,122215,120172,130085,290919,120173,1
42768,4620,117961,118300,119181,117905,117906,290919,117908,1
15064,7492,117961,118225,125919,118054,118054,117887,118055,1
34924,27,117961,118413,120370,118321,117906,290919,118322,1
75078,13851,117961,118386,118522,307024,306404,118331,118332,1
31200,7665,117961,118343,120722,117905,117906,290919,117908,1
917,1550,117961,118225,123173,118054,120514,117887,118055,1
86219,1915,117961,118300,119181,1.18E+05,117906,290919,1.18E+05,1
20364,25630,117961,118343,120291,1.20E+05,234773,118424,1.20E+05,1
89859,19986,117961,118225,124948,120773,136187,118960,120774,1
102270,111936,117961,118300,118783,117905,117906,290919,117908,1
40955,133436,118212,118213,119136,120056,137119,118474,120058,1
45403,91993,118582,118583,117945,117946,118584,292795,117948,1
31450,18680,91261,118026,118202,117905,117906,290919,117908,1
698,2296,117961,118413,277693,120952,130134,118453,120954,1
79092,25293,117961,118386,123072,118523,306404,118331,118525,1
34886,6454,117961,118343,118856,118321,117906,290919,118322,1
34954,16833,117961,118327,123901,118536,301475,308574,118539,1
311937,215806,118315,118316,123656,118321,290919,290919,118322,1
75078,23344,117961,118052,119742,120690,127922,290919,120692,1
3853,3077,117961,118300,120312,124194,155644,118363,124196,1
41385,25607,117961,118343,118856,118784,118785,290919,118786,1
15714,15503,118573,118574,118623,118995,286106,292795,118997,1
41758,41759,118315,118463,119214,118321,150358,290919,118322,1
919,1411,117902,117903,118437,122129,305057,121916,122131,1
16591,44053,117961,117962,117904,127782,123170,290919,127783,1
75952,2270,117961,118413,120584,118958,118959,118960,118961,1
80772,70297,117961,118327,118744,118321,117906,290919,118322,1
34924,3875,117961,118327,120318,118784,121873,290919,118786,1
77998,46254,117961,118327,126310,118641,306399,118643,118644,1
17308,6021,117961,118413,122007,118451,130134,118453,118454,1
77425,7539,117961,118343,119987,1.18E+05,117906,290919,1.18E+05,1
33152,2014,117961,117962,118910,120773,127525,118960,120774,1
73106,124899,117961,118327,120171,118863,149216,118398,118865,1
278393,61016,119596,119597,118597,120789,194103,118424,120791,1
87699,7935,117961,118052,120539,118321,117906,290919,118322,1
80999,17598,117961,118300,118631,135809,176829,118331,135811,1
38972,15484,118256,118257,118623,117946,119359,292795,117948,1
79543,2641,117961,118386,118404,118321,117906,290919,118322,1
25993,5656,117961,118300,119362,119849,282370,118638,119851,1
76565,84891,120342,120343,118631,117905,117906,290919,117908,1
75057,3936,117943,117944,117945,117946,125533,292795,117948,1
3853,16314,117961,118446,120317,118321,117906,290919,118322,1
38468,13196,117951,117952,117941,117885,117886,117887,117888,1
79121,4582,118595,118596,81476,118422,149098,118424,118425,1
38468,69197,117980,117981,117920,121067,229187,121069,121070,1
45440,3918,117961,118343,118660,118912,309291,118424,118914,1
80688,4341,117961,118300,118957,118321,117906,290919,118322,1
80652,20394,117961,118052,119954,122129,305057,121916,122131,1
32270,4145,117961,118300,120026,118834,223125,118424,118836,1
26841,5504,117961,118300,118514,118321,240983,290919,118322,1
79953,2291,117961,118225,120663,122297,120664,118331,118899,1
78972,15894,117961,118052,120304,120313,206347,118424,120315,0
35381,8487,117961,118327,118320,118784,121873,290919,118786,1
43903,4565,117961,118386,121961,117905,240983,290919,117908,1
6690,15982,117961,118413,123003,118685,279443,308574,118687,1
23568,4583,117961,118413,120370,118777,232825,308574,118779,1
72345,3197,117961,118386,120361,118784,147114,290919,118786,1
74593,71892,91261,118026,121533,118028,121534,117887,118030,1
2609,26320,117961,118327,118391,117905,240983,290919,117908,1
15728,770,117961,118300,119181,128230,302830,4673,128231,1
19998,3437,118573,118574,118042,118563,118563,270488,118565,1
1020,20447,117961,118327,120283,120647,135585,118398,120649,1
20299,23755,118114,118115,118846,179731,134755,117887,117973,1
34950,25264,117961,118327,122109,118636,246819,118638,118639,1
33233,70066,91261,118026,118202,117905,117906,290919,117908,1
78167,14829,117961,118052,119986,1.18E+05,117906,290919,1.18E+05,1
34861,21280,117961,118386,120361,120690,127922,290919,120692,1
35376,3872,117961,118386,118522,118321,117906,290919,118322,0
36392,7491,117961,118300,119181,118784,118785,290919,118786,1
25305,24973,91261,118026,118229,273308,131206,249618,118232,1
42132,6235,117961,118343,118437,124194,249872,118363,124196,1
45185,46830,117929,117940,117941,118568,140630,19721,118570,1
37335,49574,117961,118052,118391,120773,118959,118960,120774,0
45862,60085,117932,117933,117878,117879,117879,19721,117880,1
74016,98592,117961,118052,120304,123045,123107,120518,123047,1
44909,3526,117961,118225,124130,119093,120324,119095,119096,1
78745,92496,117961,118300,123719,118685,279443,308574,118687,1
74466,3838,117961,118225,119924,117905,240983,290919,117908,1
78999,19959,117961,118327,274241,118777,279443,308574,118779,1
37362,100,120140,120141,142145,117905,156948,290919,117908,1
27124,4468,117961,118413,119968,118321,118448,290919,118322,1
79978,7399,118212,118213,123201,117905,117906,290919,117908,1
80605,46462,118290,118291,119837,120344,142386,118424,120346,1
33248,52735,117961,118052,120356,122067,127906,118424,122069,1
74261,17669,117961,118300,118514,118321,240983,290919,118322,1
2235,2229,117961,118300,118450,119192,132731,119184,119194,1
27082,2270,117961,118413,120584,120773,118959,118960,120774,1
35792,311696,117902,117903,118507,1.21E+05,120991,118398,120992,1
39382,3966,117961,118343,122012,118685,120316,308574,118687,1
16985,771,117961,118300,120722,118321,117906,290919,118322,1
1020,50801,117902,117903,277693,120773,118959,118960,120774,1
33054,5001,117961,118300,123007,118826,257115,118424,118828,1
41279,79105,119062,119063,124211,120516,123107,120518,120519,1
25287,7389,117961,118386,118746,118451,130134,118453,118454,1
37410,20382,117961,118300,124942,118777,279443,308574,118779,1
79092,7212,117961,118300,124725,118784,117906,290919,118786,1
1581,46185,118887,118888,118889,118890,311441,118398,118892,1
676,53338,117961,117962,122215,118784,160543,290919,118786,1
44944,24925,91261,118026,118027,121143,184698,249618,121145,1
44909,15824,117961,118225,120323,120591,120324,119095,120593,1
15797,8343,119301,119302,119303,117905,117906,290919,117908,1
78311,65711,118003,118004,117878,117879,117879,19721,117880,1
33233,33266,117961,118300,123719,118784,118785,290919,118786,1
80819,49230,117961,118300,121176,118321,117906,290919,118322,1
23986,3993,117961,118343,119598,124576,124577,118424,124578,1
40630,80413,118163,118164,117878,117885,117937,117887,117888,1
35455,17640,117961,118052,118706,118259,118707,290919,118261,1
32270,131441,117961,118343,118292,118422,300136,118424,118425,1
1115,1140,117961,117962,118352,117905,117906,290919,117908,1
78079,23203,117961,118386,118896,118792,122002,118424,118794,1
25993,4961,117961,118343,118833,307024,294485,118331,118332,1
42093,17243,117961,118300,120026,120344,311360,118424,120346,1
79815,7553,117961,118225,118403,1.18E+05,117906,290919,1.18E+05,1
34832,2199,4292,126095,118378,119192,300603,119184,119194,1
79627,7022,119062,119091,118535,118321,117906,290919,118322,1
37793,4192,117890,117891,117878,118568,292195,19721,118570,1
69628,8195,117961,118343,120270,123045,123649,120518,123047,1
80669,30533,91261,118026,119507,123648,123107,120518,123650,1
996,8088,131853,131854,118481,117905,117906,290919,117908,1
33118,50040,117961,118327,118391,118321,117906,290919,118322,1
79422,41759,118315,118463,119214,118321,117906,290919,118322,1
91746,36,117961,118413,119968,1.18E+05,117906,290919,1.18E+05,1
34688,210,117961,118386,118746,117905,117906,290919,117908,1
78311,2000,117932,117933,117878,117879,117879,19721,117880,1
15369,131441,117961,118343,118292,118422,300136,118424,118425,1
312036,5903,117929,117940,119569,119323,123932,19793,119325,1
94195,96704,117910,117911,117884,117879,117886,19721,117880,1
972,59765,117961,118386,121961,124152,304629,118424,124154,1
78175,1140,117961,117962,118352,117905,240983,290919,117908,1
36927,19717,117961,117962,118352,117905,240983,290919,117908,1
75078,28246,118315,118463,118522,118784,121926,290919,118786,1
20279,24709,117916,118011,117941,117885,117913,117887,117888,1
80022,134819,121005,121006,117945,2.81E+05,280788,292795,119082,1
79299,86857,117902,118041,118556,280788,280788,292795,119082,1
5345,18238,117961,118446,118684,1.18E+05,117906,290919,117908,1
82376,51761,117961,118413,120370,118321,117906,290919,118322,0
78116,4121,118003,118004,117878,117879,117879,19721,117880,1
23921,5043,117961,118300,118458,120344,310997,118424,120346,1
80693,15887,117961,118052,120356,120357,127906,118424,120359,1
40919,38364,118315,118463,118464,118777,156150,308574,118779,1
18072,15484,118256,118257,118623,259173,193644,292795,118943,0
31671,1923,117902,117903,118783,117905,117906,290919,117908,1
35636,21303,117961,118300,119890,120348,249620,118295,120350,1
115313,15412,117961,118343,127705,119849,127706,118638,119851,1
7543,7560,117961,118300,119195,117905,117906,290919,117908,1
74697,14889,117961,118300,118437,118321,117906,290919,118322,1
44987,3688,120883,120884,118378,119192,300603,119184,119194,1
28850,22431,117961,118413,126229,132671,126363,290919,132673,1
13878,20648,118219,118220,117941,117879,117879,19721,117880,1
75216,1723,117961,119256,120943,118995,118806,292795,118997,1
34209,69226,91261,118026,118821,119962,168365,118205,119964,1
18418,4933,117961,118300,118458,307024,215389,118331,118332,0
75078,7084,117961,118386,121961,118777,279443,308574,118779,1
17249,5015,117961,118300,118395,118890,311441,118398,118892,1
44991,6982,117961,118300,118360,117905,117906,290919,117908,1
278393,43994,117961,117962,118791,307024,306404,118331,118332,1
44987,7069,117961,118386,123844,118321,117906,290919,118322,1
40189,5210,117961,118343,119598,119433,133686,118424,119435,1
16933,3526,117961,118225,120323,122849,122849,119095,122850,1
78711,25194,117961,118343,123125,117905,117906,290919,117908,1
28149,112659,118315,118463,123656,118321,117906,290919,118322,1
79092,4903,118290,118291,118825,118293,196697,118295,118296,0
15716,794,118752,119070,117945,280788,152940,292795,119082,1
40484,4023,117961,118446,119064,118321,117906,290919,118322,1
32270,45965,117961,118386,120677,307024,294485,118331,118332,1
77258,25618,117961,118327,118320,118321,117906,290919,118322,1
41128,14731,117961,118446,118447,118321,222729,290919,118322,1
73586,63,119920,119921,142145,118321,156948,290919,118322,1
16639,17598,117961,118300,118631,135809,176829,118331,135811,1
14354,13031,5110,117954,117895,118568,157237,19721,118570,1
31352,53297,126918,126919,118042,118043,118043,270488,118046,1
79200,70056,117961,118225,118403,118685,126297,308574,118687,1
972,2908,117961,118343,118979,120344,303717,118424,120346,1
34156,3692,117961,118413,120370,121594,170665,4673,121596,1
25628,50134,119301,119302,119303,118784,118785,290919,118786,1
42228,42230,117961,118327,118744,118259,125889,290919,118261,1
73993,4341,117961,118300,118957,118321,117906,290919,118322,0
45709,4145,117961,118300,120026,120344,303717,118424,120346,1
38470,90820,118079,118080,117878,117885,117913,117887,117888,1
33111,56161,117961,118225,119824,122129,305057,121916,122131,1
31929,27818,117916,117917,117884,117879,117886,19721,117880,1
75659,6453,125714,125715,118910,118784,229339,290919,118786,1
1020,25558,118990,118991,118992,307024,294485,118331,118332,1
18373,4511,117961,118300,119181,118321,117906,290919,118322,1
17849,17860,117961,118386,131067,120033,142080,19793,120035,1
74462,1986,117961,117962,119223,124886,306399,118643,124888,1
25328,1550,117961,118225,123173,118054,120716,117887,118055,1
15797,50134,119301,119302,119303,117905,117906,290919,117908,1
20222,15618,118256,118257,117945,280788,280788,292795,119082,1
26313,2291,117961,118225,120663,122297,120664,118331,118899,1
35401,3917,117961,118300,121405,118321,118448,290919,118322,1
79969,17225,117961,118300,19772,138019,187788,120518,138021,1
39939,53240,117876,117877,117878,117879,167135,19721,117880,1
391,79911,117922,117923,117941,117879,117886,19721,117880,1
26313,2395,117961,118300,123055,118728,301534,118295,118730,1
3264,139593,117902,118041,119781,130479,179826,119784,130481,1
28586,1309,117961,118225,118403,118321,117906,290919,118322,1
43278,32457,117961,118327,118320,118502,130777,118504,118505,1
80843,994,117961,118300,120312,119849,124690,118638,119851,1
3853,5242,117961,118052,120671,120357,120065,118424,120359,1
4675,196,117961,118413,121639,117905,172635,290919,117908,1
39631,51781,119280,119281,118623,118995,136748,292795,118997,1
16089,17790,117961,118225,119924,117905,117906,290919,117908,1
278393,5313,117961,118052,120356,122067,141493,118424,122069,1
6921,85475,117961,118300,123472,122022,150273,119221,122024,1
79121,49521,117961,118300,118301,119849,235245,118638,119851,1
16232,5909,117961,118446,16232,118321,117906,290919,118322,1
33642,58695,117929,117940,117941,118568,125259,19721,118570,1
15714,31261,118582,118583,117945,280788,136634,292795,119082,1
36480,55643,118256,118257,117945,280788,280788,292795,119082,1
17761,17550,117961,118446,118684,117905,117906,290919,117908,1
35027,4659,117961,118225,120663,117905,240983,290919,117908,1
27122,54308,126974,126975,118518,118043,118756,270488,118046,1
78023,14560,117951,117952,117920,117879,117897,19721,117880,1
23096,7586,117961,118225,118403,118321,240983,290919,118322,1
27400,14758,117961,118225,120054,118702,122081,118704,118705,1
20897,32117,117887,118178,117945,118811,309981,19793,118813,0
25749,60139,118555,118178,119262,117946,119263,292795,117948,0
78841,7.95E+02,117961,118225,120551,118321,240983,290919,118322,1
35017,17227,117961,118343,123476,118980,301534,118295,118982,1
1969,46224,117961,118327,118378,120952,143223,118453,120954,1
29922,3332,117961,118343,121747,118321,117906,290919,118322,1
3853,51138,117961,118413,119968,118321,117906,290919,118322,1
41594,20102,117961,118327,123757,122129,187084,121916,122131,1
4675,7212,117961,118343,124725,140847,140848,118363,140849,1
20349,2104,117961,118300,118066,118636,130218,118638,118639,1
36575,14348,118169,118170,118623,117946,144221,292795,117948,1
28867,6225,117961,118343,118437,118784,117906,290919,118786,1
27178,1080,117961,118052,118378,118451,151171,118453,118454,1
31728,25,117961,117962,122224,117905,240983,290919,117908,1
79299,54655,121005,121006,118575,259173,142741,292795,118943,1
18913,27518,117929,117930,119569,179731,178688,117887,117973,0
25416,19857,117929,117940,117920,118568,281735,19721,118570,1
38360,26828,118138,118139,117920,118568,281735,19721,118570,0
59756,4904,119170,119171,121747,120344,127405,118424,120346,1
74142,46254,117961,118327,126310,124886,123881,118643,124888,1
18418,94844,117961,117969,121617,121618,121619,121620,121621,1
80799,3889,117961,118386,121668,117905,117906,290919,117908,1
100973,18417,117961,118343,119598,307024,294485,118331,118332,1
76832,30533,91261,118026,119507,123045,123107,120518,123047,1
80519,18011,117961,117969,118560,118674,131356,19793,118676,1
81524,24974,91261,118026,118027,119409,122603,119006,119411,1
73123,1584,117961,118327,128935,118396,299403,118398,118399,1
20349,25813,117961,118300,119181,1.19E+05,118842,118643,1.19E+05,1
37651,13402,118219,118220,117878,119778,122018,19721,119779,1
25305,7551,117961,118052,118867,118321,117906,290919,118322,1
43504,3242,117961,118343,118514,118321,240983,290919,118322,1
23096,1903,117961,118343,118514,118321,117906,290919,118322,1
95529,7539,117961,118343,119987,117905,117906,290919,117908,1
25749,14348,118169,118170,118623,280788,193644,292795,119082,1
110112,7525,117961,118225,120551,118321,118406,290919,118322,1
20364,13845,117961,117962,118791,118792,211906,118424,118794,1
39632,64713,120140,120141,118733,118734,255008,118736,118737,1
40997,84718,117961,118225,121716,120611,221283,249618,120613,1
79092,17598,117961,118300,118631,135809,176829,118331,135811,1
25677,6482,117961,118052,118821,117905,117906,290919,117908,1
72024,51345,117961,118052,120417,120418,249618,249618,120419,1
14914,2908,117961,118343,118979,118980,301534,118295,118982,1
79092,23312,117961,117962,118416,123067,269406,118398,123068,1
29304,29647,117975,117976,117884,117879,117886,19721,117880,1
4675,7560,117961,118300,119181,117905,117906,290919,117908,1
16639,5001,117961,118343,118911,118826,257115,118424,118828,1
74431,7320,5110,117954,122672,128197,273102,119772,128199,1
4675,242142,125714,125715,118514,118321,117906,290919,118322,1
80313,7910,117961,118052,118053,118054,118054,117887,118055,1
15064,57580,119596,119597,125440,119192,130411,119184,119194,0
4675,15964,117961,118446,120317,118361,127527,118363,118364,1
20299,61026,117929,117940,117941,117885,117913,117887,117888,1
41234,79403,117983,117984,117878,117899,119057,19721,117900,1
80551,6227,117961,118343,118437,118784,117906,290919,118786,1
45773,7021,117961,118300,118783,118784,287626,290919,118786,1
7543,7615,117961,118300,120059,121469,128942,118424,121471,1
3853,17728,117961,118052,119986,118259,117906,290919,118261,1
75078,92274,118315,118316,118522,129229,129230,119788,129231,1
16434,3053,117961,118225,120663,1.22E+05,131163,4673,1.22E+05,0
35451,21866,117961,117969,118816,120647,311441,118398,120649,1
5112,2765,118290,118291,118301,120344,267006,118424,120346,1
18418,51243,117961,118300,123055,120344,134311,118424,120346,1
34950,15918,117961,118327,118320,118784,147114,290919,118786,1
27356,3608,117961,118052,120671,120418,232183,249618,120419,1
73725,70264,117961,118343,118437,118523,310608,118331,118525,1
699,783,117961,118413,277693,128230,302830,4673,128231,1
34186,52426,118887,118888,124656,118912,309291,118424,118914,1
25993,5143,117961,118343,123125,118636,310589,118638,118639,1
15665,51761,117961,118413,120370,117905,117906,290919,117908,1
41594,5897,126974,126975,118963,118636,310589,118638,118639,1
14925,795,117961,118225,120551,118784,117906,290919,118786,0
34580,1448,117902,117903,120722,117905,117906,290919,117908,1
77049,12221,117922,117923,117884,118568,214747,19721,118570,1
75047,7547,117961,118327,118933,118784,130086,290919,118786,0
18255,14889,117961,118300,118437,1.18E+05,117906,290919,1.18E+05,1
74818,4274,117961,118327,118744,120591,183734,119095,120593,1
80762,79114,117961,118225,124449,119849,310589,118638,119851,1
116607,7578,117961,118343,120722,118784,121873,290919,118786,1
3264,1550,117961,118225,123173,118054,121311,117887,118055,1
24896,17225,117961,118300,19772,138019,187788,120518,138021,1
37973,2253,117961,118225,119824,123648,305057,120518,123650,1
4675,6481,117961,118343,123454,118321,117906,290919,118322,1
79121,4763,117961,118300,118395,118396,269406,118398,118399,1
45904,121004,121005,121006,117945,280788,155276,292795,119082,1
73756,60790,117961,118052,118867,118523,311622,118331,118525,1
42093,15412,117961,118343,127705,119849,127706,118638,119851,1
